SMILES,Solubility
Oc1ccccc1[S](=O)(=O)c2ccccc2O,-3.3192
OC(=O)CC[Se][Se]CCC(O)=O,-2.2681
OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(O)=O,-1.9264
CCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.93
CC(C)NCC(O)COc1cccc2[nH]ccc12,-3.79
c1ccc2c(c1)ccc3ncccc23,-3.3574
NNC(=N)N[N+]([O-])=O,-1.6458
CCCC[P](=O)(CCCC)OCC,-1.2005
OC(=O)c1cccc(n1)C(O)=O,-1.5241
CCCCCCCCCCCCOC(=O)C=C,-4.3809109776
O=NN1CCOCC1,0.9351
OCCSCCO,0.9129678895
OC(=O)CC#N,1.0702644103
CCOC1=CC(=O)CC(C)C12OC1=C(C2=O)C(OC)=CC(OC)=C1Cl,-5.0
N#CCc1ccccc1,-3.0687460001
CCCCC(CC)COC(=O)c1ccc(N)cc1,-5.0543936585
COc1ccc(OC)c(NC(C)=O)c1,-1.5915498548
CCCCCCC(=O)OCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC,-7.0680633512
COc1cccc(n1)N(C)C(=S)Oc2cccc(c2)C(C)(C)C,-6.013999999999999
CCN1C(=O)C(=N/Nc2ccccc2[N+]([O-])=O)\C(=C(C#N)C1=O)C,-6.815976001
CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)O,-1.43
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2,-7.3149
CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)CO,-6.855595468500001
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,-6.5688749453
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CCCC5=CC=CC=C5,-5.43
CC(=O)c1oc2ccccc2c1,-2.5484883965000003
CN1C(=O)N(C)C2=C([NH]C(=N2)\C=C\C3=CC=CC=C3)C1=O,-6.66
Oc1c(Cl)cc(Cl)cc1Cl,-2.3924
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(O)=O,-6.0604
Ic1ccccc1C(=O)Nc2ccccc2,-4.2084
CCC(Cc1ccc(C)cc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-5.1332331523
CCOC(=O)OCOC1=CC=C(NC(C)=O)C=C1,-2.43
OCC(O)C1OC(=O)C(=C1O)O,0.28
C1CCCCC1,-3.1
O=C1C(=O)c2ccccc2c3ccccc13,-4.4435
OC(=O)CC[C@H](N1C(=O)c2ccccc2C1=O)C(O)=O,-1.4463316859
C=C[S](=O)(=O)Nc1ccccc1,-1.4996
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO,-4.31
OC(=O)CS,-1.9643492148
CCCCCCCCCCCCC(O)=O,-3.8126
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.0608
CC(C)OC(=O)c1c(cccc1[N+]([O-])=O)C([O-])=O,-2.4897
CC(=O)N1C(=O)NC=C(F)C1=O,-0.6
C=CCOC(=O)CCC1CCCCC1,-4.0624492536000005
CCC(CC)CC1(CCCCC1)C(O)=O,-4.281694517
CN1C(=O)C(=N/Nc2cccc(O[S](=O)(=O)c3ccccc3)c2)\C(=C(C#N)C1=O)C,-8.782716219400001
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC12C,-4.24
CCCCCC(=O)CCCCC,-3.5322
C1CC2=CC=C3CCCC4=CC=C(C1)C2=C34,-5.96
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2[N+]([O-])=O,-4.49
C=CCOC(=O)OCCOCCOC(=O)OCC=C,-2.0652647201
CCCCCCCCCc1cccc(Nc2cccc(CCCCCCCCC)c2)c1,-7.9260469847
CCOC(=O)C1=NN(C(=O)C1N=Nc2ccc(cc2Cl)c3ccc(N=NC4C(=O)N(N=C4C(=O)OCC)c5ccccc5)c(Cl)c3)c6ccccc6,-8.5265601286
CCCCCCCCCCCCCCCCCCCCCC(=O)NCCCN(C)C,-6.6281415672
BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr,-4.9405
CCCN(CCC)C(=O)COC(=O)c1ccccc1,-2.3791
O=C(ON=C(C(C)(C)C)CSC)NC,-1.62
CCCCCC=C,-3.732
CCNC1=NC(Cl)=NC(NC(C)C)=N1,-3.76
COc1ccc(c(O)c1)C(=O)c2ccccc2,-4.5802538276
CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,-3.6687
C[N+]1([O-])CCOCC1,0.4563099285
CCN1C=C(C(=O)OCOC(C)=O)C(=O)C2=C1N=C(C)C=C2,-2.49
NCCNCCO,0.9823282162
CCCC(=O)OCN1C(=O)NC(C2=CC=CC=C2)(C2=CC=CC=C2)C1=O,-4.68
OC(=O)COc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-1.9369
CC1(C)CO[P](=S)(OC1)O[P]2(=S)OCC(C)(C)CO2,-5.393383394500001
N(CCCC1)(C1)C,0.23
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C,-7.5558815137
OC(=O)C\C(=C/C(O)=O)C(O)=O,0.3612
Oc1ccc(C=O)cc1,-0.9762
Cc1ccc(N\N=C2/C(=O)C=Cc3ccccc23)c(C)c1,-6.7054442976
O=C(OCCc1ccccc1)/C=C/c2ccccc2,-5.4019396274
CC(C)(O)C(Cl)(Cl)Cl,-1.346
CCOC(=O)CC(NC1CCC(CC2CCC(NC(CC(=O)OCC)C(=O)OCC)C(C)C2)CC1C)C(=O)OCC,-5.0665338896
COC1=CC2=C(C=CN=C2C=C1)C(O)C3CN4CCC3C(C4)C=C,-3.36
CC(C)=CCCC(C)=O,-1.6210489706
CC(C)COC=C,-1.5236
CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,-2.5403
CCN(CC)C(=O)c1cccnc1,0.7490000000000001
FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,0.4541441757
NS(=O)(=O)C1=CC(C(=O)C2=CC=C(CNCC3=CC=CC=C3)C=C2)=CS1,-3.37
CCCCCCC(CO)CCCC,-5.2703037605
Brc1cccc(Br)c1Br,-5.0402
CC(C)CC(NC(=O)C(N)CC1=CC=C(O)C=C1)C(=O)O,-2.07
N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC=C(Br)C=C2)S1,-2.13
CC1C(=O)NC(=O)NC1=O,-1.13
O=Cc(c(O)ccc1)c1,-0.86
CC(CCC(O)=O)C1CCC2C3C(O)CC4CCCCC4(C)C3CCC12C,-6.46
CCCCCCCCCC(C)(C)SSC1=NNC(=S)S1,-3.9885639112
NC(=O)OCCCCCC,-1.92
CC(C(=O)N(C)C)S(=O)(=O)C1=CC=CC=C1,-0.87
OC(=O)[C@@H]1CC[C@@H](SS1)C(O)=O,-1.1709
COc1ccc(CC=C)cc1,-2.9209
C/C=C/C(=O)Oc1c(cc(cc1C(C)(C)CC(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,-4.9595
CO[P](=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.4321
CC(C)CC(C)(C)O,-0.9307
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,-3.1367509984
OC(=O)C1=CC=C(O)C=C1O,-1.41
CCCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1,-2.52
CC1(C)OCC(COC(=O)C2=C(C(=O)O)C=CC=C2)O1,-1.23
CC(C)(C)CCCCCCCC(O)=O,-2.1113969493
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,-9.703
Nc1ccc2ccccc2c1N=Nc3ccccc3,-5.916
CC(C)CN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-3.11
NC#N,1.1245149893000002
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl,-7.61
Nc1cccc(c1)[S](O)(=O)=O,-1.2051065795
CC1CCCO1,0.2069
c1ccccc1,-1.6423088751
CCCCCCCCOC(=O)CCCCCCC,-6.709998828
N#Cc1ccncc1,-0.4154
CCCCCCCCNC(=O)C(C)O,-2.2827
CCCCOCCOCCOC(C)=O,-0.8188
OC(=O)CCCC(C(O)=O)(c1ccccc1)c2ccccc2,-3.1737
CCO[P](=O)(Oc1ccc(Cl)cc1Cl)Oc2ccc(Cl)cc2Cl,-5.774
O=CC=C(CCC=C(C)C)C,-2.06
CC1=C(N2C(SC1)C(N)C2=O)C(O)=O,-3.0453554133
CC(C)(C)NCC(O)COC1=CC=CC2=C1CC(O)C(O)C2,-1.01
COC(=O)C[S](=O)(=O)C1=CC=C(Br)C=C1,-2.48
CC(=O)OC\C=C\c1ccccc1,-2.7927245342
CC(c1ccc(O)cc1)(c2ccc(O)cc2)c3ccc(O)cc3,-4.086559757
C1=CC(=CC=C1C(=O)NN)[N+](=O)[O-],-2.16
CC(C)C(C)C(C)C(O)C#CC(C)C(C)O,-2.2756
CC1CCC2(CCC(C)O2)O1,-0.4487
CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N(C)C=O,-2.2709
CN1C(=O)C(N)C(=S)N(C)C1=O,-1.117
OC(=O)CC(CC(O)=O)C(O)=O,0.275
CSC(=O)c1c(CC(C)C)c(C(=O)SC)c(nc1C(F)F)C(F)(F)F,-5.4575
CC1=CC(=O)NC(=S)N1,-2.4259
CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,-3.0592783722
COC1=CC2=C(C=C1)NC=C2CCNC(C)=O,-5.09
CC1CC=C(C)C(=O)C1C,-1.8852669619
Clc1cccc2ccccc12,-3.9706
SC(=O)CCCCC(S)=O,-1.7326
NC1=NC(=O)NN1C1=CC=CC=C1,-1.7
CN1C2CCC1CC(C2)OC(=O)C(CO[S](O)(=O)=O)c3ccccc3,-1.5675
CCCCCCCCCCC(O)CCC,-5.837000000000001
S=C1NSC(=S)N1,-1.7618
CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)O\N=C(\C)SC,-4.3005
ClC1=CC(Cl)=C(Cl)C(C2=CC(Cl)=CC(Cl)=C2Cl)=C1,-8.56
C[S](=O)(=O)c1ccc(c(Cl)c1)C(=O)C2C(=O)CCCC2=O,-3.2994
C#CC1CN2CCC1CC2C(O)C1=CC=NC2=C1C=C(OC)C=C2,-2.12
CCOC(C)C(=O)C=O,-0.1554
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.2870640225
CCCNC(=O)COC(=O)c1ccccc1,-2.5387
Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-3.040285322
Oc1cc(Cl)cc(Cl)c1,-1.5590000000000002
O=S1(=O)OC(C2=CC=C(O)C=C2)(C2=CC=C(O)C=C2)C2=C1C=CC=C2,-3.07
OCC1CO1,1.1303
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.2908
CCCCNC(=O)COC(=O)c1ccccc1,-2.7588
CCO[P](=S)(OCC)OC1=CC=C(C=C1)[S](C)(=O)=O,-3.58
CCOC(=O)CC1(C)CCC(=O)O1,-0.7472
FC(F)(F)C(F)(F)F,-2.4239072122
CNC(=O)\C=C(/C)O[P](=O)(OC)OC,0.6514
CCC(C)NCCO,0.6667009336999999
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,-5.2394
CC(=O)OCCS,-1.5
c1ccccc1S(=O)(=O)NC(=O)NCCCC,-3.05
O=C(NC1C2C3CCCC3C(C1)C2)N(C)C,-3.01
CCCCOC(=O)/C=C/c1ccccc1,-1.6112
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8
OC(=O)\C=C/c1ccc2OCOc2c1,-3.8523
NC1=CC2=C(C=C1)C=CC(=C2)[S](O)(=O)=O,-3.05
CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(Cl)cc4n3,-7.4876332175
CC(=O)Nc1cc(ccc1N=Nc2ccc(cc2Cl)[N+]([O-])=O)N(CCOC(C)=O)CCOC(C)=O,-6.963714866599999
CCCC(CCC)CCCC1COCCN1CCO,0.9642581623
OCCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-6.13
CC12C3CCC(O3)C1(C)C(=O)OC2=O,-3.82
O=C(NC1=CN=NS1)NC2=CC=CC=C2,-3.85
C1=CC2=C(C=C1Cl)NC(=N2)C3=CC=C(O3)[N+](=O)[O-],-4.82
CC(C)C(N)C(=O)NCC(O)=O,0.4579
CC(C)CNCC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,-1.16
CC[C@H]1[C@H](C)OC1=O,-0.6665
CC(C)CCCCCCCCOCCCNCCC#N,-3.618466492200001
OC(=O)Cc1ccccc1C(O)=O,-1.0515
O=C1NC2CC1C=C2,0.9361608079
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,-6.0524
C[C@@H]1[C@@H](CN)C[C@H]2C[C@@H]1C2(C)C,-2.5159153811
CCC(C(O)=O)C(O)=O,0.7315
CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=C(Cl)C=C3,-4.28
NCc1ccc(cc1)[S](N)(=O)=O,0.321
CCC1=CC=C(C(C2=CC=C(CC)C=C2)C(Cl)Cl)C=C1,-7.04
CN1C=NC2=C(N(C)C(=O)N(C)C2=O)C1=O,-1.985
CCN(CC)C(=O)SCc1ccc(Cl)cc1,-3.9641
CCCC1CC(=CC(=O)C1)C,-1.7725870938
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,-3.043
Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,-9.1299878036
CN1C(=O)N(C(=O)C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C,-4.676528089
CC1(C)CCCC2(C)C1CCC34COC(C)(CCC23)O4,-5.6453848366
Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,-5.859
C1OC1COc2ccc3c(OCC4CO4)cccc3c2,-3.9191737976
CC(=O)CC(N)=O,0.9952273665
Cc1cccc2ccc3cc4ccccc4cc3c12,-6.644
S(=O)(=O)(Nc1nc(C)cc(n1)C)c1ccc(N)cc1,-2.73
CC1=CC(C)=C(CC(C)(C)C(=O)NO)C(C)=C1,-3.52
COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104
CC(=O)OC1=CC2=C(C=CC=C2)C=C1,-3.44
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-6.5587
CC(=O)C1CC(CC(O)=O)C1(C)C,-0.5752
CC1CC2=C(C=CC=C2)N1NC(=O)C3=CC(=C(Cl)C=C3)[S](N)(=O)=O,-3.79
COc1cc(Cl)c(OC)cc1Cl,-4.413
NC(Cc2cc(I)c(Oc1ccc(O)c(I)c1)c(I)c2)C(O)=O,-5.22
CCCCCCCCCCCCCCNC(=O)C(C)O,-3.9784
NC1=NC(=O)C2=C(N1)N=CC=N2,-3.97
N[P](N)(=O)c1ccccc1,-1.1482
Cn1c(COC(N)=O)ncc1[N+]([O-])=O,-1.8433
C[S](O)(=O)=O,1.0172449791
CC(C)(C)NCC(O)COC1=C(C=CC=C1)C2CCCC2,-1.84
C1CCC2CCCCC2C1,-4.1406777053
CC(C)C(=O)C(C)(C)CC=C(C)C,-3.4892158636
COC1=CC=C2C3CC4=C5C(=C(OC)C=C4)OC1C25CCN3C,-2.66
CC(C)(O)CCCC1=CCC(CC1)C=O,-1.5376
[O-][N+](=O)c1cc(ccc1C#N)C(F)(F)F,-2.4707735629
Clc1cccc2cccc(Cl)c12,-5.7963
O=C1OCc2ccccc12,-0.8627210528
CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,-1.58
CC1=CC=C(C)C2=C1C=CC=C2C,-4.92
CCC1(CC)C(=NC(=O)NC1=O)N,-1.3967
CC[S](=O)CCS[P](=O)(OC)OC,0.6086
CC(OC(C)=O)C#N,0.2475
COC1=CC=CC=C1C(O)=O,-1.6
CCCCOC(C)=O,-1.2199585633
CCC1=CC(=CC(=C1)OC(=O)NC)CC,-3.32
CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-2.7145
O=C(Nc(ccc(c1)F)c1)C,-1.78
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,0.4043520428
CCCCOCC1CO1,-0.8135
Cc1cccc(C)c1N(C2CCOC2=O)C(=O)CCl,-3.2855
Clc1ccc(c(Cl)c1)C(=O)OOC(=O)c2ccc(Cl)cc2Cl,-8.2787650296
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCC4CCCO4,-5.0303
ClC1=CC2=C(C=CC=C2)C=C1Cl,-5.36
Cc1cc(C)c(O)c(C)c1,-2.055
CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,-5.8485879471
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,-5.36
CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,-4.74
O=CCCCCC,-1.3
CCCCN(CC)N=O,-1.0354
O=C1C=CC=C2[C@@H]3CNC[C@H](C3)CN12,0.363
Clc1nc(Cl)nc(Cl)n1,-2.6223388564
FC(F)(F)Br,-2.6677709688
CCCCNCC1=CC=C(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)C=C1,-1.68
CCCCCC(O)C(/C)=C/CC,-3.4318638977
CCCCCCCC(=O)OC1C(O)C(O)OC(CO)C1O,-2.63
CCc1ccccc1Br,-3.6702
CC(C)CBr,-2.432
CC(CCOC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,-8.2779665867
COCCc1ccc(OCC(O)CNC(C)C)cc1,-1.1992
CC1=CC[C@@H](CC1)C(C)(C)O,-2.337
O=C1CCCC1,0.5536775573
CC(=C)C1CC=C(C)C(=O)C1,-2.0628
CCCC(C)(O)CCC,-1.5867
CC(C)CCC1(CCO)C(=O)NC(=S)NC1=O,-2.56
CCOc1ccc(NC(=O)NN)cc1,-1.6471
Nc1nc(N)nc(NC2CC2)n1,-1.179
COC1=CC2=C(C=C1)C=C(C(C)C(=O)OC(C)(C)C)C=C2,-6.5
NC1=CC(=O)N=C(N)N1,-1.378146596
CN(C(C)=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC2[C@@H](O)OC(CO)[C@@H](O)C2O)c1I,-0.1982
CN1CCN(CC1)C2=CC3=C(C=C2F)C(=O)C(=CN3C4=CC=C(F)C=C4)C(O)=O,-3.82
CC(CC(O)=O)CC(C)(C)C(O)=O,-0.2790374966
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.7
CCCCCCCCC(CO)CCCCCC,-5.3846168146
CCCCC(CC)COC(=O)c1ccc(cc1)C(=O)OCC(CC)CCCC,-8.9896322186
CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,-5.9694
ClCCS(=O)(=O)CCl,-1.5
Cc1cc(C)c(N)c(C)c1N,-0.8207163555
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,-3.67
OCC(O)C1OC(=C(O)C1=O)O,0.2769999999999999
CN1CCN(CC1)C2=NC3=C(NC4=C2C=CC=C4)C=CC(=C3)Cl,-4.64
CCOC(=O)C(C1=C(O)Oc2ccccc2C1=O)C3=C(O)Oc4ccccc4C3=O,-3.4264
CCC(=O)NC1=CC=CC=C1,-1.55
COC1CCCC(C)O1,-0.5921
CC(CCOC(C)=O)CCC=C(C)C,-4.095938730199999
CCCOC(=O)C1=CC(Cl)=C(O)C=C1,-3.38
CCc1ccc(C)nc1,-1.0042604536
COC(=O)CC(=C)C(=O)OC,-0.653770318
[nH]1nc2ccccc2n1,-0.7794
OC(=O)\C=C/C(=O)OCCOCCOCCOC(=O)\C=C/C(O)=O,0.1595325622
CC(C)(C1CCC(O)CC1)C2CCC(O)CC2,-3.0976097488
Clc1cccc(c1)N=C=S,-3.9507
CC1=NC=C([NH]1)[N+]([O-])=O,-1.63
CC(C)CCOC=O,-1.5206
Oc1ccc(C=O)cc1O,-1.3402
OC(=O)CCCCC1SCC2NC(=O)NC12,-3.0460000000000003
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,-3.3469
ClCC[S](=O)(=O)CCCl,-1.5031
CC(C)CNCC1=CC2=C(OC(S(N)(=O)=O)=C2)S1,-1.33
OC(=O)C1=CC=CN=C1C(O)=O,-1.48
CCCCCCCCCNCC(O)CO,-2.64
CSc1ccc(cc1)C(=O)C(C)(C)N2CCOCC2,-4.1933811426
CCCCCCCCCCCCNC(=O)c1cccnc1,-3.2078
OCC(O)C1OC(Oc2ccccc2)C(O)C(O)C1O,-1.5537
Nc1ccc2NC(=O)Nc2c1,-2.3347829023
CC(=C)C(=O)OCCCCOC(=O)C(C)=C,-2.969024542
COC(C)C(C)Cl,-1.9986
CCCC=O,-0.1590074228
OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC8C(O)C(O)C(OC8CO)OC9C(O)C(O)C(OC9CO)OC1C(O)C2O,-0.75
CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,-4.63
C\C(NO)=C(/C)N=O,-2.2868
COC1=CC=C(S(=O)(=O)C2=COC(S(N)(=O)=O)=C2)C=C1,-3.02
CCCC(Br)(CCC)C(N)=O,-1.8281
ClC1=CC=C(C2=CC=C(Cl)C(Cl)=C2)C=C1Cl,-8.53
C1CCc2ccccc2C1,-3.5673681389
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc12)C(C)C,-4.7103
CCCCCCCCCCCCCCCCN(C)C,-4.6524349135000005
ClC1=CC=C(OC2=CC(=CC(=C2)Cl)Cl)C(=C1)Cl,-7.14
CCC(=O)C(C)C,-0.8106
CN(C)CCOC(=O)C(C)=C,0.5024815492
Cc1c(N)cccc1Cl,-2.1510663204
COc1ccc(c(O)c1)C(=O)c2ccccc2O,-7.2738841077
ClC1=CC=CC(=C1OC2=C(Cl)C=C(Cl)C(=C2)Cl)Cl,-7.12
CCCCN(CCO)CCCC,-1.6367385713999998
N[S](=O)(=O)c1ccc(SCCCCCO)cc1,-2.6618
CC1=C(C)N=C(N[S](=O)(=O)C2=CC=C(N)C=C2)O1,-2.22
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-2.8583
CCN1CCN(CC1)C2=CC3=C(C=C2F)C(=O)C(=CN3C4CC4)C(O)=O,-3.18
COC(=O)[C@@]1(O)OC[C@@]23[C@H](C[C@@H](OC(C)=O)[C@]4(CO[C@@H]([C@@H](O)[C@](C)([C@H]12)[C@]56O[C@@]5(C)[C@H]7C[C@@H]6O[C@@H]8OC=C[C@]78O)[C@H]34)C(=O)OC)OC(=O)C(/C)=C/C,-3.4428
C(=O)(O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(Nc1ccccn1)=O,-6.14
CN1CCC23C4=C5C=CC(OCC6=CC=CC=C6)=C4OC2CCCC3C1C5,-4.22
CC(C)COC(=O)C(C)C,-2.1590000000000003
OCCOCC#CCOCCO,0.7589618218
NC(CCC(N)=O)C(O)=O,-0.54
CC1COc2ccccc2N1C(=O)C(Cl)Cl,-3.8353901487
CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCC,-6.8994921961
CC(CCC=C(C)C)CC#N,-3.104157036
CCCCC(CC)COC(=O)CS[Sn](C)(SCC(=O)OCC(CC)CCCC)SCC(=O)OCC(CC)CCCC,-5.3942922935
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.01
CN(C)C(C)=O,1.0598721633
CC(C)=CC=C(C)C,-3.537
CCCCCCCCc1ccccc1,-6.46
OC(=O)COCCOCC(O)=O,0.6709250275
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-0.7443
O=C1OCc2ccc(cc12)C#N,-2.7021
COc1cc(Cl)c(Cl)c(Cl)c1OC,-4.3701
NCCCCCC(O)=O,0.5854
CCCCC(CO[N+](=O)O)O[N+](=O)O,-3.1
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,-2.8773
COC1=NC2=C(N=CN=C2)N=C1,-1.14
CCCCl,-1.4534068203
CCCCCCCCBr,-5.0631
ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C(=C1)Cl,-7.33
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,-2.9792447784
NN[S](=O)(=O)c1ccc(Oc2ccc(cc2)[S](=O)(=O)NN)cc1,-3.7584891954
CCCCN(C(N)=O)c1ccccc1,-1.2971
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,-3.1825
Cc1cc(ccc1N)c2ccc(N)c(C)c2,-2.213
CCCCC(C)(C)C,-5.7568
CC1=NC=CC2=C1NC1=C2C=CC=C1,-3.79
CCCC(O)C(CC)CO,-0.5418
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-4.61
O=C1C=CNC=C1,1.0218
O=C(C1=CC=CC=C1)N(O)C1=CC=CC=C1,-2.73
Oc1cccnc1,-0.4557
CCCCCCCCNCC(O)CO,-2.22
CCCCCOC(=O)C(C)O,-1.2047
Cc1ccc(cc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccccc4)[N+]([O-])=O,-7.5579677799
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.3804
CCCCCCCCCCCCCCCC(=O)OCC(O)[C@H]1OC[C@@H](O)[C@@H]1O,-6.9058735609
OC(=O)c1cc(Nc2ccccc2)c(cc1Nc3ccccc3)C(O)=O,-4.9857232877
NC(=O)C(Cl)=C,-0.2104
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,-2.5951754429
NC(=O)c1ccc[n+](c1)C2OC(CO[P]([O-])(=O)O[P](O)(=O)OCC3OC(C(O)C3O)n4cnc5c(N)ncnc45)C(O)C2O,0.1782048937999999
Cn1cnc2N(C)C(=O)N(CC([O-])=O)C(=O)c12,-1.3769
OC1CCCCCCCCCCC1,-3.9891177261
CCCCC[C@H]1CCC(=O)O1,-1.8552940397
CCOCCOC(C)(C)C,-0.6879152253
Cc1ccc(N)c(c1)[S](O)(=O)=O,-1.4942009905000002
OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-3.3
[O-]C(=O)CN[S](=O)(=O)c1ccc2ccccc2c1,-2.8497
COC1=C2OC3C(OC(C)=O)C=CC4C5CC(=C2C43CCN5C)C=C1,-1.3
O=C1CC=CS1,-0.2225
OCc1ccncc1,0.9621
OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,0.3032
